id,label
10138,0.999401
10139,1.000000
1014,1.000000
10140,0.990493
10141,0.999757
10142,0.330363
10143,0.999682
10144,0.999889
10145,0.004715
10146,0.998957
10147,0.874849
10148,0.207470
10149,0.158156
1015,0.000106
10150,0.016109
10151,0.000602
10152,0.000209
10153,0.942455
10154,0.068694
10155,0.999965
10156,0.012700
10157,0.158500
10158,0.002862
10159,0.990157
1016,0.876035
10160,0.100014
10161,0.009976
10162,0.999974
10163,1.000000
10164,0.994460
10165,0.568934
10166,0.992300
10167,0.998898
10168,0.793477
10169,0.999980
1017,0.004607
10170,0.000043
10171,0.000244
10172,0.999852
10173,0.000000
10174,0.077663
10175,0.792344
10176,0.999986
10177,0.954166
10178,0.029949
10179,0.994034
1018,0.999550
10180,0.089664
10181,0.890865
10182,0.039436
10183,0.919123
10184,0.001985
10185,0.793741
10186,0.999040
10187,0.999925
10188,0.002714
10189,0.942841
1019,1.000000
10190,1.000000
10191,0.000043
10192,0.071870
10193,0.001295
10194,0.001028
10195,0.999979
10196,0.999909
10197,0.993329
10198,0.006338
10199,0.000003
102,0.999912
1020,0.000311
10200,0.000003
10201,0.000195
10202,0.999349
10203,0.999851
10204,0.037546
10205,0.018564
10206,0.059931
10207,0.999992
10208,0.999975
10209,0.996350
1021,0.328795
10210,0.008470
10211,0.000012
10212,0.005230
10213,0.998626
10214,0.996912
10215,0.000012
10216,0.218402
10217,0.430282
10218,0.000012
10219,0.263819
1022,0.000026
10220,0.999998
10221,0.967350
10222,0.157972
10223,0.000008
10224,0.221341
10225,0.388065
10226,0.067613
10227,0.000037
10228,0.018317
10229,0.119314
1023,0.038760
10230,0.190377
10231,0.999705
10232,0.999999
10233,0.772774
10234,0.003230
10235,0.000083
10236,0.000137
10237,0.017017
10238,0.978902
10239,0.035121
1024,0.175944
10240,0.000000
10241,1.000000
10242,1.000000
10243,0.988752
10244,0.998788
10245,0.999999
10246,0.692679
10247,0.999975
10248,0.087994
10249,0.882536
1025,0.000128
10250,0.000307
10251,0.610094
10252,0.041388
10253,0.999897
10254,0.999995
10255,0.758560
10256,0.999998
10257,0.001024
10258,0.999979
10259,0.999609
1026,0.185402
10260,0.578315
10261,1.000000
10262,0.964110
10263,0.997553
10264,0.075852
10265,0.180005
10266,0.004553
10267,0.000080
10268,0.999377
10269,0.980230
1027,0.000012
10270,0.005611
10271,0.999996
10272,0.164926
10273,0.072115
10274,0.000432
10275,0.940355
10276,0.100758
10277,0.866663
10278,0.366692
10279,0.765498
1028,0.000474
10280,0.043779
10281,0.999999
10282,0.235807
10283,1.000000
10284,1.000000
10285,0.895406
10286,0.002893
10287,0.002130
10288,0.000876
10289,0.001528
1029,0.000085
10290,0.948743
10291,0.998115
10292,0.037107
10293,0.991832
10294,0.000000
10295,0.166272
10296,0.106369
10297,0.999995
10298,0.999797
10299,0.005286
103,0.000300
1030,0.003479
10300,0.999918
10301,0.000240
10302,0.999503
10303,0.232925
10304,0.999998
10305,0.999879
10306,0.999999
10307,0.244574
10308,0.000104
10309,0.008982
1031,0.051427
10310,0.018450
10311,0.002152
10312,0.000000
10313,0.999569
10314,0.012044
10315,1.000000
10316,0.820065
10317,0.999971
10318,0.000040
10319,0.055472
1032,0.684721
10320,1.000000
10321,0.999535
10322,0.999981
10323,0.561139
10324,0.884978
10325,0.062318
10326,0.998034
10327,0.992057
10328,0.000139
10329,0.999949
1033,0.306335
10330,0.000223
10331,0.014282
10332,1.000000
10333,0.011398
10334,0.006690
10335,0.999998
10336,0.044410
10337,0.004114
10338,0.836798
10339,0.999895
1034,0.940172
10340,0.029869
10341,0.000025
10342,0.999995
10343,0.000004
10344,0.640249
10345,0.981680
10346,0.002606
10347,0.002348
10348,0.654847
10349,0.998977
1035,0.020198
10350,0.955214
10351,0.000251
10352,0.919675
10353,0.001191
10354,0.981750
10355,0.999968
10356,0.000008
10357,0.999761
10358,0.004841
10359,0.908859
1036,0.999922
10360,0.002018
10361,0.000502
10362,0.104366
10363,0.000000
10364,1.000000
10365,0.077532
10366,0.772223
10367,0.944925
10368,0.978634
10369,0.015624
1037,0.473115
10370,0.938665
10371,0.012439
10372,0.765098
10373,0.000446
10374,0.679636
10375,0.747947
10376,0.000014
10377,0.017917
10378,0.000325
10379,0.955474
1038,1.000000
10380,0.974925
10381,0.032417
10382,0.003749
10383,0.088930
10384,0.898401
10385,1.000000
10386,0.008794
10387,0.999171
10388,0.000148
10389,0.000000
1039,0.000000
10390,1.000000
10391,0.357072
10392,0.054104
10393,0.002788
10394,0.029163
10395,0.999991
10396,0.993106
10397,0.000120
10398,0.000008
10399,0.999979
104,0.028157
1040,0.999995
10400,1.000000
10401,0.430982
10402,0.165147
10403,0.999996
10404,0.000832
10405,0.019753
10406,0.699496
10407,0.000720
10408,0.015945
10409,0.999749
1041,0.002752
10410,0.000855
10411,0.018144
10412,0.000282
10413,0.002108
10414,0.899528
10415,0.993076
10416,0.000236
10417,0.013717
10418,0.031234
10419,1.000000
1042,0.085954
10420,0.980005
10421,0.988112
10422,0.796622
10423,0.000012
10424,0.002889
10425,0.994496
10426,0.020442
10427,0.999168
10428,0.680852
10429,0.998742
1043,0.053204
10430,0.011391
10431,0.003980
10432,0.947477
10433,0.988482
10434,0.999933
10435,0.000114
10436,0.999933
10437,0.098452
10438,0.984232
10439,0.453958
1044,0.999526
10440,0.000826
10441,0.003968
10442,0.991168
10443,0.994098
10444,0.595867
10445,1.000000
10446,0.629064
10447,0.994876
10448,0.999983
10449,0.992930
1045,0.000995
10450,0.000033
10451,0.000224
10452,0.451922
10453,0.739165
10454,0.002535
10455,0.181264
10456,0.596157
10457,0.006582
10458,0.984038
10459,0.002100
1046,0.362434
10460,0.457115
10461,0.000001
10462,0.936313
10463,0.023994
10464,0.994795
10465,0.999998
10466,0.999997
10467,0.000041
10468,0.001762
10469,0.008153
1047,0.002992
10470,0.000478
10471,0.000035
10472,0.000010
10473,0.999950
10474,0.984909
10475,0.000005
10476,0.939810
10477,0.066879
10478,0.999067
10479,0.937666
1048,0.996193
10480,0.023227
10481,0.012433
10482,0.001802
10483,0.035369
10484,0.949958
10485,0.668516
10486,0.079143
10487,0.999687
10488,0.993402
10489,0.000076
1049,0.000004
10490,0.997619
10491,0.030385
10492,0.994238
10493,0.021478
10494,0.999204
10495,0.000044
10496,0.999999
10497,0.976218
10498,0.007062
10499,0.969352
105,0.997852
1050,0.001340
10500,1.000000
10501,0.991871
10502,0.999929
10503,0.120557
10504,0.976793
10505,0.994203
10506,0.000002
10507,0.233869
10508,0.061973
10509,0.679085
1051,0.042980
10510,0.038536
10511,0.003760
10512,0.180551
10513,0.002889
10514,0.995041
10515,0.000983
10516,0.999684
10517,0.998835
10518,0.999997
10519,0.001918
1052,0.985170
10520,0.999830
10521,0.021541
10522,0.087880
10523,0.999983
10524,0.997779
10525,0.805225
10526,0.976333
10527,0.126991
10528,0.000061
10529,0.007171
1053,0.999829
10530,0.000021
10531,0.961316
10532,0.305931
10533,0.002208
10534,1.000000
10535,0.165608
10536,0.018126
10537,0.974961
10538,0.034641
10539,0.020609
1054,0.999999
10540,0.995601
10541,0.995391
10542,0.220292
10543,0.043786
10544,0.002168
10545,0.004659
10546,0.000013
10547,0.261377
10548,0.999999
10549,0.000019
1055,0.577714
10550,0.994649
10551,0.999928
10552,0.000381
10553,0.090865
10554,0.627171
10555,0.000005
10556,0.986185
10557,0.362817
10558,0.999397
10559,0.999998
1056,0.839650
10560,0.020602
10561,0.999054
10562,0.999998
10563,0.845536
10564,0.962580
10565,0.999371
10566,0.999998
10567,0.999999
10568,0.979939
10569,0.997842
1057,0.999584
10570,0.175764
10571,0.999994
10572,0.023097
10573,0.001518
10574,0.985672
10575,0.024607
10576,0.001819
10577,0.000000
10578,0.999606
10579,0.072991
1058,0.894650
10580,0.999790
10581,0.496613
10582,0.000500
10583,0.233745
10584,0.862355
10585,0.004235
10586,0.000014
10587,0.999869
10588,0.999971
10589,0.014586
1059,1.000000
10590,0.000737
10591,0.982358
10592,0.205538
10593,0.833633
10594,0.999789
10595,0.999997
10596,0.005130
10597,0.000390
10598,0.999998
10599,0.999960
106,0.999964
1060,0.056380
10600,0.998610
10601,0.195474
10602,0.197402
10603,0.032451
10604,0.644477
10605,0.248967
10606,0.999616
10607,0.000136
10608,0.378471
10609,0.905177
1061,0.000695
10610,1.000000
10611,0.001605
10612,0.997745
10613,0.001496
10614,0.000011
10615,0.000032
10616,0.999982
10617,0.254733
10618,0.186869
10619,0.011652
1062,0.000085
10620,0.900469
10621,0.000001
10622,0.035990
10623,0.000236
10624,0.000945
10625,0.963643
10626,0.081442
10627,0.009802
10628,0.000171
10629,0.987870
1063,0.005701
10630,0.000507
10631,0.000003
10632,0.999997
10633,0.999794
10634,0.000165
10635,0.002029
10636,0.813619
10637,0.400179
10638,0.107896
10639,0.966044
1064,0.035511
10640,0.999988
10641,0.996990
10642,0.992840
10643,0.000000
10644,0.999248
10645,1.000000
10646,0.260584
10647,0.267399
10648,0.999899
10649,0.004803
1065,0.030264
10650,0.000165
10651,0.964199
10652,0.001344
10653,0.005830
10654,0.102161
10655,0.000298
10656,0.997131
10657,0.016104
10658,0.999999
10659,0.994712
1066,0.999999
10660,0.000015
10661,0.999994
10662,0.997925
10663,0.638283
10664,0.001675
10665,0.093193
10666,1.000000
10667,1.000000
10668,0.000008
10669,0.000001
1067,1.000000
10670,0.000122
10671,0.016679
10672,0.092729
10673,0.990674
10674,0.000018
10675,0.015250
10676,0.008353
10677,0.010926
10678,0.005234
10679,0.000197
1068,0.999999
10680,0.970226
10681,0.000000
10682,0.057187
10683,0.999867
10684,0.999079
10685,0.004043
10686,0.002340
10687,0.003796
10688,1.000000
10689,0.998665
1069,0.120263
10690,0.126633
10691,0.002787
10692,0.999888
10693,0.020808
10694,0.005904
10695,1.000000
10696,0.819165
10697,1.000000
10698,0.043788
10699,0.352027
107,0.012687
1070,0.999956
10700,0.001455
10701,0.993874
10702,0.991914
10703,0.920516
10704,0.006691
10705,0.991405
10706,0.999851
10707,0.999996
10708,0.032552
10709,0.999992
1071,0.003068
10710,0.087373
10711,0.001855
10712,1.000000
10713,0.248670
10714,0.958930
10715,1.000000
10716,0.012489
10717,0.998963
10718,0.015004
10719,0.945135
1072,0.537317
10720,0.999941
10721,0.000002
10722,0.000601
10723,0.999998
10724,1.000000
10725,0.999727
10726,0.237637
10727,0.000000
10728,0.013815
10729,0.000221
1073,0.003358
10730,0.999836
10731,0.969418
10732,0.000005
10733,0.320653
10734,0.128246
10735,0.001397
10736,0.999929
10737,0.029659
10738,0.283170
10739,0.913347
1074,0.997345
10740,0.018206
10741,0.871379
10742,0.795194
10743,0.953216
10744,0.997445
10745,0.131830
10746,0.022236
10747,0.014571
10748,0.001011
10749,0.000026
1075,0.992528
10750,0.913926
10751,0.009472
10752,0.337318
10753,0.184340
10754,0.001186
10755,1.000000
10756,0.999966
10757,0.001214
10758,0.999467
10759,0.077058
1076,0.047588
10760,0.620639
10761,0.247210
10762,0.005113
10763,0.000006
10764,0.000053
10765,1.000000
10766,0.999993
10767,0.999958
10768,1.000000
10769,0.973964
1077,0.010708
10770,0.999999
10771,0.984664
10772,0.319179
10773,0.999963
10774,0.000075
10775,0.000000
10776,0.066354
10777,0.991566
10778,0.003755
10779,0.000331
1078,0.030367
10780,0.000025
10781,0.000308
10782,0.948206
10783,0.037111
10784,0.000559
10785,0.996573
10786,0.000535
10787,0.971721
10788,0.997556
10789,0.000012
1079,0.400100
10790,0.831906
10791,0.076356
10792,0.061373
10793,0.034136
10794,0.981042
10795,0.999959
10796,0.073105
10797,0.125711
10798,0.999260
10799,0.001951
108,0.051727
1080,1.000000
10800,0.113214
10801,0.950259
10802,0.000007
10803,0.003062
10804,0.999077
10805,0.304629
10806,0.999925
10807,0.000016
10808,0.507880
10809,0.000125
1081,0.999213
10810,0.176345
10811,1.000000
10812,0.001801
10813,0.081880
10814,0.029027
10815,0.945224
10816,0.333014
10817,0.000322
10818,0.011360
10819,0.031496
1082,0.999996
10820,0.973563
10821,0.998782
10822,0.020988
10823,0.001040
10824,0.009569
10825,0.999998
10826,0.993007
10827,0.002137
10828,0.000324
10829,0.999387
1083,0.997395
10830,0.061684
10831,0.096941
10832,0.999825
10833,0.841386
10834,0.077764
10835,0.000955
10836,0.772760
10837,0.353617
10838,0.801556
10839,0.000057
1084,0.001293
10840,0.101941
10841,0.032522
10842,0.010617
10843,0.006340
10844,0.999427
10845,0.999992
10846,0.105045
10847,0.999996
10848,0.930620
10849,0.018704
1085,0.062732
10850,0.000437
10851,0.999608
10852,0.414123
10853,0.999206
10854,0.997291
10855,0.999801
10856,0.049047
10857,1.000000
10858,0.999445
10859,0.815284
1086,0.999964
10860,0.013091
10861,0.999681
10862,0.000562
10863,0.951084
10864,0.320794
10865,0.000000
10866,0.996708
10867,0.000020
10868,0.310809
10869,0.999973
1087,0.861175
10870,0.025035
10871,0.054401
10872,0.998078
10873,0.010532
10874,0.047217
10875,0.996551
10876,0.999732
10877,0.014431
10878,0.000000
10879,0.999999
1088,0.006154
10880,0.000867
10881,0.999987
10882,0.242486
10883,0.989393
10884,0.000000
10885,0.441978
10886,0.000008
10887,0.000136
10888,1.000000
10889,0.603463
1089,0.999960
10890,0.199903
10891,0.255509
10892,0.999958
10893,0.000012
10894,0.013552
10895,0.999862
10896,0.999644
10897,0.647985
10898,0.994581
10899,0.997930
109,0.961107
1090,0.001770
10900,1.000000
10901,0.004127
10902,0.999083
10903,0.997945
10904,0.999926
10905,1.000000
10906,0.000947
10907,1.000000
10908,0.036242
10909,0.999994
1091,0.990847
10910,0.026374
10911,0.796853
10912,0.990379
10913,0.219505
10914,0.999941
10915,0.000063
10916,0.972772
10917,0.170732
10918,0.000122
10919,0.999736
1092,0.682734
10920,1.000000
10921,0.960219
10922,0.000044
10923,0.008707
10924,0.999665
10925,0.962257
10926,0.998209
10927,0.042083
10928,0.000029
10929,0.959976
1093,0.865628
10930,0.919810
10931,0.046867
10932,1.000000
10933,0.000823
10934,0.000736
10935,0.982026
10936,0.599581
10937,0.997670
10938,0.000191
10939,0.316420
1094,0.933707
10940,0.883116
10941,0.001212
10942,0.012249
10943,0.036140
10944,0.004707
10945,0.018995
10946,1.000000
10947,0.000004
10948,0.857588
10949,0.002463
1095,0.994958
10950,0.000797
10951,0.999992
10952,0.979986
10953,0.000688
10954,0.939238
10955,0.001032
10956,0.345775
10957,1.000000
10958,0.000001
10959,0.250141
1096,0.007243
10960,0.068392
10961,0.197921
10962,0.997531
10963,1.000000
10964,0.000002
10965,0.000959
10966,0.988837
10967,0.000909
10968,0.929212
10969,0.001463
1097,0.003443
10970,0.000000
10971,0.105334
10972,0.005895
10973,0.999884
10974,0.999175
10975,0.014447
10976,0.302650
10977,0.001197
10978,0.103851
10979,1.000000
1098,0.069238
10980,0.000015
10981,0.769265
10982,0.519404
10983,0.999997
10984,0.999995
10985,0.994011
10986,0.003292
10987,0.004145
10988,0.185444
10989,0.000169
1099,0.005704
10990,0.999992
10991,0.386355
10992,0.000217
10993,0.998572
10994,0.977408
10995,0.037864
10996,1.000000
10997,0.004919
10998,0.999999
10999,0.000073
11,0.000020
110,0.999044
1100,0.993768
11000,0.444838
11001,1.000000
11002,0.914097
11003,0.063417
11004,0.000441
11005,0.967416
11006,0.999999
11007,0.530140
11008,0.245222
11009,0.083035
1101,0.906250
11010,0.999087
11011,0.072165
11012,0.998659
11013,0.999998
11014,0.959312
11015,0.971875
11016,0.995873
11017,0.007755
11018,0.001376
11019,0.988286
1102,0.000184
11020,1.000000
11021,0.994182
11022,0.000296
11023,1.000000
11024,0.999707
11025,0.005202
11026,0.000417
11027,0.938170
11028,0.008471
11029,0.298145
1103,0.000864
11030,0.999995
11031,0.000000
11032,0.020968
11033,0.999999
11034,0.842617
11035,0.995969
11036,0.946853
11037,0.999921
11038,0.001087
11039,0.000073
1104,0.036084
11040,0.007681
11041,0.999993
11042,0.009416
11043,0.999993
11044,0.999885
11045,0.026588
11046,1.000000
11047,0.999996
11048,0.993213
11049,0.016163
1105,0.995254
11050,1.000000
11051,0.999783
11052,0.011810
11053,0.978348
11054,0.997561
11055,0.329127
11056,0.017054
11057,1.000000
11058,0.795199
11059,0.000433
1106,0.930502
11060,0.016879
11061,0.000017
11062,0.999661
11063,0.964027
11064,0.021375
11065,0.999669
11066,0.988343
11067,0.365612
11068,0.286167
11069,1.000000
1107,0.000031
11070,0.999983
11071,1.000000
11072,0.077033
11073,0.054441
11074,0.000717
11075,0.000080
11076,0.000376
11077,0.000003
11078,0.006715
11079,0.999459
1108,0.999197
11080,1.000000
11081,0.999402
11082,0.001719
11083,0.940021
11084,0.703310
11085,0.992779
11086,0.054046
11087,0.027159
11088,0.000280
11089,1.000000
1109,0.861506
11090,0.999987
11091,0.014841
11092,0.999975
11093,0.999596
11094,0.000153
11095,0.989998
11096,0.437842
11097,0.974039
11098,0.047301
11099,0.318427
111,0.992298
1110,0.082964
11100,0.960187
11101,0.999972
11102,0.026916
11103,0.003585
11104,0.999444
11105,0.120716
11106,0.055809
11107,0.869705
11108,0.015092
11109,0.001496
1111,0.001093
11110,0.213882
11111,0.993981
11112,0.539105
11113,0.007143
11114,0.999814
11115,0.035106
11116,0.738485
11117,0.999410
11118,0.020387
11119,0.538333
1112,0.003926
11120,0.266272
11121,0.499768
11122,0.000065
11123,0.999015
11124,0.000025
11125,0.834832
11126,0.999983
11127,0.025220
11128,0.896256
11129,0.000070
1113,0.000133
11130,0.006127
11131,0.000026
11132,0.773435
11133,0.956629
11134,0.999999
11135,0.016284
11136,0.125947
11137,0.009179
11138,0.983297
11139,0.999143
1114,0.999999
11140,1.000000
11141,0.999956
11142,0.132019
11143,1.000000
11144,0.000019
11145,1.000000
11146,0.903197
11147,0.999402
11148,0.999842
11149,0.999999
1115,0.974947
11150,0.029629
11151,1.000000
11152,1.000000
11153,0.934313
11154,1.000000
11155,0.993189
11156,0.005697
11157,0.999994
11158,0.090764
11159,0.986659
1116,0.991516
11160,0.032485
11161,0.644965
11162,0.002373
11163,0.000708
11164,0.994784
11165,0.921628
11166,0.017663
11167,0.133534
11168,0.056449
11169,0.999998
1117,0.001811
11170,0.974326
11171,0.002109
11172,0.000000
11173,0.574928
11174,0.178488
11175,0.999997
11176,0.243074
11177,0.019445
11178,0.980420
11179,0.000091
1118,0.000205
11180,0.999888
11181,0.006614
11182,1.000000
11183,0.000002
11184,0.000270
11185,0.000036
11186,0.472315
11187,0.000631
11188,0.891782
11189,0.998388
1119,0.000008
11190,0.001050
11191,0.953255
11192,0.678239
11193,0.979878
11194,0.594749
11195,0.997625
11196,0.000007
11197,0.001417
11198,0.006941
11199,0.006748
112,0.996475
1120,0.630648
11200,0.019239
11201,0.999824
11202,0.595794
11203,0.010524
11204,0.995402
11205,0.970373
11206,0.002092
11207,0.000000
11208,0.987436
11209,0.014223
1121,0.999777
11210,0.995663
11211,0.967394
11212,0.664421
11213,0.998611
11214,0.000896
11215,0.003405
11216,0.002724
11217,0.958762
11218,0.972485
11219,0.000003
1122,0.935885
11220,0.083429
11221,0.005578
11222,0.949880
11223,0.033200
11224,0.999968
11225,0.008187
11226,0.000421
11227,0.982895
11228,0.130750
11229,0.999748
1123,0.000036
11230,0.927970
11231,0.566190
11232,0.727717
11233,0.001608
11234,0.001317
11235,0.998952
11236,0.062158
11237,0.827134
11238,0.999926
11239,0.842503
1124,0.032182
11240,0.083853
11241,0.567230
11242,0.991585
11243,0.001552
11244,0.999481
11245,0.004959
11246,0.704721
11247,1.000000
11248,1.000000
11249,1.000000
1125,0.000009
11250,0.986121
11251,0.999918
11252,0.010091
11253,0.999475
11254,0.999997
11255,0.929862
11256,0.000092
11257,0.013058
11258,1.000000
11259,0.000000
1126,0.000639
11260,0.000022
11261,0.999991
11262,0.999925
11263,0.005172
11264,0.060658
11265,0.111203
11266,0.037428
11267,0.016561
11268,0.522497
11269,0.999991
1127,0.000843
11270,0.001289
11271,0.028188
11272,1.000000
11273,0.999571
11274,0.999999
11275,0.000013
11276,0.000004
11277,1.000000
11278,0.718000
11279,1.000000
1128,0.000347
11280,0.061855
11281,0.999998
11282,1.000000
11283,0.960323
11284,0.967860
11285,0.001569
11286,0.999959
11287,0.001164
11288,0.004201
11289,0.000000
1129,0.962963
11290,0.997628
11291,0.000013
11292,0.997502
11293,0.999965
11294,0.816339
11295,0.000819
11296,0.940681
11297,0.975443
11298,0.002447
11299,0.133709
113,0.966670
1130,0.766063
11300,1.000000
11301,0.000494
11302,0.458868
11303,0.998173
11304,0.315768
11305,0.634650
11306,0.999989
11307,0.598259
11308,0.999442
11309,0.999546
1131,0.995633
11310,1.000000
11311,0.891990
11312,1.000000
11313,0.033879
11314,0.999887
11315,0.032501
11316,1.000000
11317,0.000095
11318,0.037398
11319,0.999976
1132,0.117051
11320,0.256123
11321,0.994741
11322,0.999965
11323,0.000024
11324,0.036123
11325,0.040466
11326,0.999985
11327,0.101918
11328,0.005014
11329,0.883439
1133,0.004044
11330,0.000042
11331,0.993529
11332,1.000000
11333,0.962894
11334,0.751075
11335,0.999894
11336,0.018210
11337,0.107797
11338,0.082693
11339,0.794551
1134,0.032111
11340,0.998547
11341,0.995997
11342,0.002118
11343,0.992939
11344,0.989999
11345,0.000170
11346,0.999733
11347,0.999999
11348,0.066257
11349,0.999533
1135,0.007797
11350,0.106236
11351,0.002937
11352,0.999698
11353,0.007766
11354,0.001336
11355,0.003902
11356,1.000000
11357,0.783046
11358,0.999998
11359,0.000000
1136,0.999284
11360,0.967044
11361,0.015957
11362,0.000288
11363,0.999999
11364,0.018566
11365,0.000705
11366,0.996336
11367,0.000000
11368,0.032143
11369,0.000036
1137,0.055908
11370,0.999871
11371,0.996213
11372,0.575588
11373,0.000000
11374,0.059083
11375,0.001319
11376,0.041196
11377,0.001041
11378,0.315118
11379,0.829977
1138,0.282343
11380,0.961583
11381,0.012470
11382,0.787143
11383,0.999994
11384,0.382675
11385,0.940383
11386,0.999878
11387,0.999996
11388,0.000203
11389,0.005754
1139,0.370563
11390,0.000227
11391,0.999936
11392,0.000269
11393,0.013350
11394,0.742869
11395,0.996514
11396,0.003083
11397,0.000818
11398,0.999009
11399,0.999776
114,0.009257
1140,0.000465
11400,0.999998
11401,0.000002
11402,0.992501
11403,0.150648
11404,0.002856
11405,0.016373
11406,0.999510
11407,0.003410
11408,0.937424
11409,0.000664
1141,0.000002
11410,0.173126
11411,0.999861
11412,1.000000
11413,0.000552
11414,0.009030
11415,0.060531
11416,0.999999
11417,0.803283
11418,0.226658
11419,0.757007
1142,0.000006
11420,0.904893
11421,0.007908
11422,0.999991
11423,0.913908
11424,0.000523
11425,0.996622
11426,0.999968
11427,0.986723
11428,0.999651
11429,0.999996
1143,0.028304
11430,0.440572
11431,0.000093
11432,0.000002
11433,0.054806
11434,0.007173
11435,0.999999
11436,0.684043
11437,0.746767
11438,0.998747
11439,1.000000
1144,0.998788
11440,0.000441
11441,0.999984
11442,0.999999
11443,0.999870
11444,0.007737
11445,0.957503
11446,0.000001
11447,0.000726
11448,0.998134
11449,0.996604
1145,1.000000
11450,0.099657
11451,0.994904
11452,0.858087
11453,0.443319
11454,0.576701
11455,0.000005
11456,0.014944
11457,0.000012
11458,0.983732
11459,0.998698
1146,0.773573
11460,0.016551
11461,0.998483
11462,0.387007
11463,0.004554
11464,0.875995
11465,0.014883
11466,0.000045
11467,0.000075
11468,0.818720
11469,0.999992
1147,0.999015
11470,0.999999
11471,0.471205
11472,1.000000
11473,1.000000
11474,0.760336
11475,0.024797
11476,0.150801
11477,0.061920
11478,1.000000
11479,0.016578
1148,0.000005
11480,0.000014
11481,0.000447
11482,0.277534
11483,0.987641
11484,0.953578
11485,0.035454
11486,0.999988
11487,0.996716
11488,0.996237
11489,0.000107
1149,0.949770
11490,0.860679
11491,0.012458
11492,0.000682
11493,0.000362
11494,0.998400
11495,0.001179
11496,1.000000
11497,0.998390
11498,0.041673
11499,0.000052
115,0.002967
1150,0.009119
11500,0.159791
11501,0.008680
11502,0.614952
11503,0.969717
11504,0.001827
11505,0.273125
11506,0.990318
11507,0.542479
11508,0.000000
11509,0.001495
1151,0.999998
11510,0.999996
11511,0.110117
11512,0.522354
11513,0.993934
11514,0.463759
11515,0.999766
11516,0.998957
11517,0.454841
11518,0.000003
11519,0.275811
1152,0.006818
11520,0.974386
11521,0.879647
11522,0.260580
11523,0.011456
11524,0.038151
11525,0.025074
11526,0.980910
11527,1.000000
11528,0.000119
11529,0.000009
1153,0.000051
11530,0.988314
11531,0.000000
11532,0.008310
11533,1.000000
11534,0.005214
11535,0.999999
11536,0.999989
11537,0.963855
11538,0.003140
11539,0.999521
1154,0.972571
11540,0.002878
11541,1.000000
11542,0.993038
11543,0.000190
11544,0.000001
11545,0.003835
11546,0.001934
11547,0.000001
11548,0.035526
11549,0.004640
1155,0.999999
11550,1.000000
11551,0.000779
11552,0.995039
11553,0.969922
11554,0.900557
11555,0.468038
11556,0.006605
11557,0.000000
11558,0.355947
11559,0.030546
1156,0.000001
11560,0.000000
11561,0.993872
11562,0.999847
11563,0.000003
11564,0.000000
11565,0.025374
11566,0.012724
11567,0.999946
11568,0.648342
11569,0.926030
1157,0.317879
11570,0.097373
11571,0.985189
11572,0.001210
11573,0.005846
